frame,cls,range_cm
0,cup,40
1,cup,40
2,cup,40
3,cup,40
4,cup,40
5,cup,40
6,cup,40
7,cup,40
8,cup,40
9,cup,40
10,cup,40
11,cup,40
12,cup,40
13,cup,40
14,cup,40
15,cup,40
16,cup,40
17,cup,40
18,cup,40
19,cup,40
20,cup,40
21,cup,40
22,cup,40
23,cup,40
24,cup,40
25,cup,40
26,cup,40
27,cup,40
28,cup,40
29,cup,40
30,cup,40
31,cup,40
32,cup,40
33,cup,40
34,cup,40
35,cup,40
36,cup,40
37,cup,40
38,cup,40
39,cup,40
40,cup,40
41,cup,40
42,cup,40
43,cup,40
44,cup,40
45,cup,40
46,cup,40
47,cup,40
48,cup,40
49,cup,40
50,cup,40
51,cup,40
52,cup,40
53,cup,40
54,cup,40
55,cup,40
56,cup,40
57,cup,40
58,cup,40
59,cup,40
60,cup,40
61,cup,40
62,cup,40
63,cup,40
64,cup,40
65,cup,40
66,cup,40
67,cup,40
68,cup,40
69,cup,40
70,cup,40
71,cup,40
72,cup,40
73,cup,40
74,cup,40
75,cup,40
76,cup,40
77,cup,40
78,cup,40
79,cup,40
80,cup,40
81,cup,40
82,cup,40
83,cup,40
84,cup,40
85,cup,40
86,cup,40
87,cup,40
88,cup,40
89,cup,40
90,cup,40
91,cup,40
92,cup,40
93,cup,40
94,cup,40
95,cup,40
96,cup,40
97,cup,40
98,cup,40
99,cup,40
100,cup,40
101,cup,40
102,cup,40
103,cup,40
104,cup,40
105,cup,40
106,cup,40
107,cup,40
108,cup,40
109,cup,40
110,cup,40
111,cup,40
112,cup,40
113,cup,40
114,cup,40
115,cup,40
116,cup,40
117,cup,40
118,cup,40
119,cup,40
90,cup,40
121,cup,40
122,cup,40
123,cup,40
124,cup,40
125,cup,40
126,cup,40
127,cup,40
128,cup,40
129,cup,40
130,cup,40
131,cup,40
132,cup,40
133,cup,40
134,cup,40
135,cup,40
136,cup,40
137,cup,40
138,cup,40
139,cup,40
140,cup,40
141,cup,40
142,cup,40
143,cup,40
144,cup,40
145,cup,40
146,cup,40
147,cup,40
148,cup,40
149,cup,40
150,cup,40
151,cup,40
152,cup,40
153,cup,40
154,cup,40
155,cup,40
156,cup,40
157,cup,40
158,cup,40
159,cup,40
160,cup,40
161,cup,40
162,cup,40
163,cup,40
164,cup,40
165,cup,40
166,cup,40
167,cup,40
168,cup,40
169,cup,40
170,cup,40
171,cup,40
172,cup,40
173,cup,40
174,cup,40
175,cup,40
176,cup,40
177,cup,40
178,cup,40
179,cup,40
180,cup,40
181,cup,40
182,cup,40
183,cup,40
184,cup,40
185,cup,40
186,cup,40
187,cup,40
188,cup,40
189,cup,40
190,cup,40
191,cup,40
192,cup,40
193,cup,40
194,cup,40
195,cup,40
196,cup,40
197,cup,40
198,cup,40
199,cup,40
200,cup,40
201,cup,40
202,cup,40
203,cup,40
204,cup,40
205,cup,40
206,cup,40
207,cup,40
208,cup,40
209,cup,40
210,cup,40
211,cup,40
212,cup,40
213,cup,40
214,cup,40
215,cup,40
216,cup,40
217,cup,40
218,cup,40
219,cup,40
220,cup,40
221,cup,40
222,cup,40
223,cup,40
224,cup,40
225,cup,40
226,cup,40
227,cup,40
228,cup,40
229,cup,40
230,cup,40
231,cup,40
232,cup,40
233,cup,60
234,cup,60
235,cup,60
236,cup,60
237,cup,60
238,cup,60
239,cup,60
240,cup,60
241,cup,60
242,cup,60
243,cup,60
244,cup,60
245,cup,60
246,cup,60
247,cup,60
248,cup,60
249,cup,60
250,cup,60
251,cup,60
252,cup,60
253,cup,60
254,cup,60
255,cup,60
256,cup,60
257,cup,60
258,cup,60
259,cup,60
260,cup,60
261,cup,60
262,cup,60
263,cup,60
264,cup,60
265,cup,60
266,cup,60
267,cup,60
268,cup,60
269,cup,60
270,cup,60
271,cup,60
272,cup,60
273,cup,60
274,cup,60
275,cup,60
276,cup,60
277,cup,60
278,cup,60
279,cup,60
280,cup,60
281,cup,60
282,cup,60
283,cup,60
284,cup,60
285,cup,60
286,cup,60
287,cup,60
288,cup,60
289,cup,60
290,cup,60
291,cup,60
292,cup,60
293,cup,60
294,cup,60
295,cup,60
296,cup,60
297,cup,60
298,cup,60
299,cup,60
300,cup,60
301,cup,60
302,cup,60
303,cup,60
304,cup,60
305,cup,60
306,cup,60
307,cup,60
308,cup,60
309,cup,60
310,cup,60
311,cup,60
312,cup,60
313,cup,60
314,cup,60
315,cup,60
316,cup,60
317,cup,60
318,cup,60
