frame,cls,range_cm
0,bottle,60
1,bottle,60
2,bottle,60
3,bottle,60
4,bottle,60
5,bottle,60
6,bottle,60
7,bottle,60
8,bottle,60
9,bottle,60
10,bottle,60
11,bottle,60
12,bottle,60
13,bottle,60
14,bottle,60
15,bottle,60
16,bottle,60
17,bottle,60
18,bottle,60
19,bottle,60
20,bottle,60
21,bottle,60
22,bottle,60
23,bottle,60
24,bottle,60
25,bottle,60
26,bottle,60
27,bottle,60
28,bottle,60
29,bottle,60
30,bottle,60
31,bottle,60
32,bottle,60
33,bottle,60
34,bottle,60
35,bottle,60
36,bottle,60
37,bottle,60
38,bottle,60
39,bottle,60
40,bottle,60
41,bottle,60
42,bottle,60
43,bottle,60
44,bottle,60
45,bottle,60
46,bottle,60
47,bottle,60
48,bottle,60
49,bottle,60
50,bottle,60
51,bottle,60
52,bottle,60
53,bottle,60
54,bottle,60
55,bottle,60
56,bottle,60
57,bottle,60
58,bottle,60
59,bottle,60
60,bottle,60
61,bottle,60
62,bottle,60
63,bottle,60
64,bottle,60
65,bottle,60
66,bottle,60
67,bottle,60
68,bottle,60
69,bottle,60
70,bottle,60
71,bottle,60
72,bottle,60
73,bottle,60
74,bottle,60
75,bottle,60
76,bottle,60
77,bottle,60
78,bottle,60
79,bottle,60
80,bottle,60
81,bottle,60
82,bottle,60
83,bottle,60
84,bottle,60
85,bottle,60
86,bottle,60
87,bottle,60
88,bottle,60
89,bottle,60
90,bottle,60
91,bottle,60
92,bottle,60
93,bottle,60
94,bottle,60
95,bottle,60
96,bottle,60
97,bottle,60
98,bottle,60
99,bottle,60
100,bottle,60
101,bottle,60
102,bottle,60
103,bottle,60
104,bottle,60
105,bottle,60
106,bottle,60
107,bottle,60
108,bottle,60
109,bottle,60
110,bottle,60
111,bottle,60
112,bottle,60
113,bottle,60
114,bottle,60
115,bottle,60
116,bottle,60
117,bottle,60
118,bottle,60
119,bottle,60
120,bottle,60
121,bottle,60
122,bottle,60
123,bottle,60
124,bottle,60
125,bottle,60
126,bottle,60
127,bottle,60
128,bottle,60
129,bottle,60
130,bottle,60
131,bottle,60
132,bottle,60
133,bottle,60
134,bottle,60
135,bottle,60
136,bottle,60
137,bottle,60
138,bottle,60
139,bottle,60
140,bottle,60
141,bottle,60
142,bottle,60
143,bottle,60
144,bottle,60
145,bottle,60
146,bottle,60
147,bottle,60
148,bottle,60
149,bottle,60
150,bottle,60
151,bottle,60
152,bottle,60
153,bottle,60
154,bottle,60
155,bottle,60
156,bottle,60
157,bottle,60
158,bottle,60
159,bottle,60
160,bottle,60
161,bottle,60
162,bottle,60
163,bottle,60
164,bottle,60
165,bottle,60
166,bottle,60
167,bottle,60
168,bottle,60
169,bottle,60
170,bottle,60
171,bottle,60
172,bottle,60
173,bottle,60
174,bottle,60
175,bottle,60
176,bottle,60
177,bottle,60
178,bottle,60
179,bottle,60
180,bottle,60
181,bottle,60
182,bottle,60
183,bottle,60
184,bottle,60
185,bottle,60
186,bottle,60
187,bottle,60
188,bottle,60
189,bottle,60
190,bottle,60
191,bottle,60
192,bottle,60
193,bottle,60
194,bottle,60
195,bottle,60
196,bottle,60
197,bottle,60
198,bottle,60
199,bottle,60
200,bottle,60
201,bottle,60
202,bottle,60
203,bottle,60
204,bottle,60
205,bottle,60
206,bottle,60
207,bottle,60
208,bottle,60
209,bottle,60
210,bottle,60
211,bottle,60
212,bottle,60
213,bottle,60
214,bottle,60
215,bottle,60
216,bottle,60
217,bottle,60
218,bottle,60
219,bottle,60
220,bottle,60
221,bottle,60
222,bottle,60
223,bottle,60
224,bottle,60
225,bottle,60
226,bottle,60
227,bottle,60
228,bottle,60
229,bottle,60
230,bottle,60
231,bottle,60
232,bottle,60
233,bottle,60
234,bottle,60
235,bottle,60
236,bottle,60
237,bottle,60
238,bottle,60
239,bottle,60
240,bottle,60
241,bottle,60
242,bottle,60
243,bottle,60
244,bottle,60
245,bottle,60
246,bottle,60
247,bottle,60
248,bottle,60
249,bottle,60
250,bottle,60
251,bottle,60
252,bottle,60
253,bottle,60
254,bottle,60
255,bottle,60
256,bottle,60
257,bottle,60
258,bottle,60
259,bottle,60
260,bottle,60
261,bottle,60
262,bottle,60
263,bottle,60
264,bottle,60
265,bottle,60
266,bottle,60
267,bottle,60
268,bottle,60
269,bottle,60
270,bottle,60
271,bottle,60
272,bottle,60
273,bottle,60
274,bottle,60
275,bottle,60
276,bottle,60
277,bottle,60
278,bottle,60
279,bottle,60
280,bottle,60
281,bottle,60
282,bottle,60
283,bottle,60
284,bottle,60
285,bottle,60
286,bottle,60
287,bottle,60
288,bottle,60
289,bottle,60
290,bottle,60
291,bottle,60
292,bottle,60
293,bottle,60
294,bottle,60
295,bottle,60
296,bottle,60
297,bottle,60
298,bottle,60
299,bottle,60
300,bottle,60
301,bottle,60
302,bottle,60
303,bottle,60
304,bottle,60
305,bottle,60
306,bottle,60
307,bottle,60
308,bottle,60
309,bottle,60
310,bottle,60
311,bottle,60
312,bottle,60
313,bottle,60
